food_id,food_name,category,serving_size,calories_kcal_est,protein_g_est,carbohydrates_g_est,fat_g_est,fiber_g_est,sugar_g_est,sodium_mg_est,calcium_mg_est,iron_mg_est,vitamin_c_mg_est,vitamin_a_ug_est,vegetarian,vegan,data_type,source_note
FERA02367,Chocolate muffin,Breads & Bakery,50 g/ml,123.7,3.91,20.84,3.47,1.3,7.29,69.5,34.7,0.26,0.4,8.7,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02368,Chocolate muffin,Breads & Bakery,100 g/ml,247.5,7.81,41.68,6.95,2.6,14.59,138.9,69.5,0.52,0.9,17.4,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02369,Chocolate muffin,Breads & Bakery,150 g/ml,371.2,11.72,62.52,10.42,3.91,21.88,208.4,104.2,0.78,1.3,26,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02370,Chocolate muffin,Breads & Bakery,200 g/ml,494.9,15.63,83.35,13.89,5.21,29.17,277.8,138.9,1.04,1.7,34.7,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02371,Banana bread,Breads & Bakery,25 g/ml,65.6,2.07,11.04,1.84,0.69,3.86,36.8,18.4,0.14,0.2,4.6,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02372,Banana bread,Breads & Bakery,50 g/ml,131.1,4.14,22.08,3.68,1.38,7.73,73.6,36.8,0.28,0.5,9.2,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02373,Banana bread,Breads & Bakery,100 g/ml,262.2,8.28,44.17,7.36,2.76,15.46,147.2,73.6,0.55,0.9,18.4,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02374,Banana bread,Breads & Bakery,150 g/ml,393.3,12.42,66.25,11.04,4.14,23.19,220.8,110.4,0.83,1.4,27.6,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02375,Banana bread,Breads & Bakery,200 g/ml,524.5,16.56,88.33,14.72,5.52,30.92,294.4,147.2,1.1,1.8,36.8,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02376,Pancake,Breads & Bakery,25 g/ml,66.2,2.09,11.16,1.86,0.7,3.9,37.2,18.6,0.14,0.2,4.6,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02377,Pancake,Breads & Bakery,50 g/ml,132.5,4.18,22.31,3.72,1.39,7.81,74.4,37.2,0.28,0.5,9.3,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02378,Pancake,Breads & Bakery,100 g/ml,265,8.37,44.63,7.44,2.79,15.62,148.8,74.4,0.56,0.9,18.6,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02379,Pancake,Breads & Bakery,150 g/ml,397.4,12.55,66.94,11.16,4.18,23.43,223.1,111.6,0.84,1.4,27.9,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02380,Pancake,Breads & Bakery,200 g/ml,529.9,16.73,89.25,14.88,5.58,31.24,297.5,148.8,1.12,1.9,37.2,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02381,Waffle,Breads & Bakery,25 g/ml,69.4,2.19,11.69,1.95,0.73,4.09,39,19.5,0.15,0.2,4.9,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02382,Waffle,Breads & Bakery,50 g/ml,138.8,4.38,23.38,3.9,1.46,8.18,77.9,39,0.29,0.5,9.7,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02383,Waffle,Breads & Bakery,100 g/ml,277.6,8.77,46.75,7.79,2.92,16.36,155.8,77.9,0.58,1,19.5,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02384,Waffle,Breads & Bakery,150 g/ml,416.4,13.15,70.13,11.69,4.38,24.55,233.8,116.9,0.88,1.5,29.2,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02385,Waffle,Breads & Bakery,200 g/ml,555.2,17.53,93.51,15.58,5.84,32.73,311.7,155.8,1.17,1.9,39,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02386,French toast,Breads & Bakery,25 g/ml,74.1,2.34,12.48,2.08,0.78,4.37,41.6,20.8,0.16,0.3,5.2,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02387,French toast,Breads & Bakery,50 g/ml,148.2,4.68,24.96,4.16,1.56,8.74,83.2,41.6,0.31,0.5,10.4,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02388,French toast,Breads & Bakery,100 g/ml,296.4,9.36,49.92,8.32,3.12,17.47,166.4,83.2,0.62,1,20.8,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02389,French toast,Breads & Bakery,150 g/ml,444.6,14.04,74.88,12.48,4.68,26.21,249.6,124.8,0.94,1.6,31.2,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02390,French toast,Breads & Bakery,200 g/ml,592.8,18.72,99.84,16.64,6.24,34.94,332.8,166.4,1.25,2.1,41.6,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02391,Bagel,Breads & Bakery,25 g/ml,74.7,2.36,12.58,2.1,0.79,4.4,41.9,21,0.16,0.3,5.2,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02392,Bagel,Breads & Bakery,50 g/ml,149.4,4.72,25.16,4.19,1.57,8.81,83.9,41.9,0.31,0.5,10.5,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02393,Bagel,Breads & Bakery,100 g/ml,298.8,9.44,50.33,8.39,3.15,17.61,167.8,83.9,0.63,1,21,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02394,Bagel,Breads & Bakery,150 g/ml,448.2,14.15,75.49,12.58,4.72,26.42,251.6,125.8,0.94,1.6,31.5,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02395,Bagel,Breads & Bakery,200 g/ml,597.6,18.87,100.65,16.78,6.29,35.23,335.5,167.8,1.26,2.1,41.9,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02396,Pretzel,Breads & Bakery,25 g/ml,69,2.18,11.62,1.94,0.73,4.07,38.7,19.4,0.15,0.2,4.8,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02397,Pretzel,Breads & Bakery,50 g/ml,138,4.36,23.24,3.87,1.45,8.13,77.5,38.7,0.29,0.5,9.7,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02398,Pretzel,Breads & Bakery,100 g/ml,276,8.71,46.48,7.75,2.9,16.27,154.9,77.5,0.58,1,19.4,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02399,Pretzel,Breads & Bakery,150 g/ml,413.9,13.07,69.71,11.62,4.36,24.4,232.4,116.2,0.87,1.5,29,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02400,Pretzel,Breads & Bakery,200 g/ml,551.9,17.43,92.95,15.49,5.81,32.53,309.8,154.9,1.16,1.9,38.7,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02401,Cracker,Breads & Bakery,25 g/ml,68.9,2.18,11.61,1.93,0.73,4.06,38.7,19.3,0.15,0.2,4.8,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02402,Cracker,Breads & Bakery,50 g/ml,137.8,4.35,23.21,3.87,1.45,8.12,77.4,38.7,0.29,0.5,9.7,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02403,Cracker,Breads & Bakery,100 g/ml,275.6,8.7,46.42,7.74,2.9,16.25,154.7,77.4,0.58,1,19.3,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02404,Cracker,Breads & Bakery,150 g/ml,413.5,13.06,69.64,11.61,4.35,24.37,232.1,116.1,0.87,1.5,29,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02405,Cracker,Breads & Bakery,200 g/ml,551.3,17.41,92.85,15.47,5.8,32.5,309.5,154.7,1.16,1.9,38.7,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02406,Digestive biscuit,Breads & Bakery,25 g/ml,64,2.02,10.78,1.8,0.67,3.77,35.9,18,0.13,0.2,4.5,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02407,Digestive biscuit,Breads & Bakery,50 g/ml,128,4.04,21.56,3.59,1.35,7.55,71.9,35.9,0.27,0.4,9,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02408,Digestive biscuit,Breads & Bakery,100 g/ml,256,8.09,43.12,7.19,2.7,15.09,143.7,71.9,0.54,0.9,18,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02409,Digestive biscuit,Breads & Bakery,150 g/ml,384,12.13,64.68,10.78,4.04,22.64,215.6,107.8,0.81,1.3,27,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02410,Digestive biscuit,Breads & Bakery,200 g/ml,512.1,16.17,86.24,14.37,5.39,30.18,287.5,143.7,1.08,1.8,35.9,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02411,Marie biscuit,Breads & Bakery,25 g/ml,73.5,2.32,12.38,2.06,0.77,4.33,41.3,20.6,0.15,0.3,5.2,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02412,Marie biscuit,Breads & Bakery,50 g/ml,147,4.64,24.76,4.13,1.55,8.67,82.5,41.3,0.31,0.5,10.3,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02413,Marie biscuit,Breads & Bakery,100 g/ml,294.1,9.29,49.53,8.25,3.1,17.33,165.1,82.5,0.62,1,20.6,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02414,Marie biscuit,Breads & Bakery,150 g/ml,441.1,13.93,74.29,12.38,4.64,26,247.6,123.8,0.93,1.5,31,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02415,Marie biscuit,Breads & Bakery,200 g/ml,588.1,18.57,99.05,16.51,6.19,34.67,330.2,165.1,1.24,2.1,41.3,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02416,Cream biscuit,Breads & Bakery,25 g/ml,66.6,2.1,11.21,1.87,0.7,3.92,37.4,18.7,0.14,0.2,4.7,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02417,Cream biscuit,Breads & Bakery,50 g/ml,133.1,4.2,22.42,3.74,1.4,7.85,74.7,37.4,0.28,0.5,9.3,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02418,Cream biscuit,Breads & Bakery,100 g/ml,266.2,8.41,44.84,7.47,2.8,15.69,149.5,74.7,0.56,0.9,18.7,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02419,Cream biscuit,Breads & Bakery,150 g/ml,399.3,12.61,67.26,11.21,4.2,23.54,224.2,112.1,0.84,1.4,28,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02420,Cream biscuit,Breads & Bakery,200 g/ml,532.5,16.81,89.68,14.95,5.6,31.39,298.9,149.5,1.12,1.9,37.4,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02421,Oat biscuit,Breads & Bakery,25 g/ml,59.3,1.87,10,1.67,0.62,3.5,33.3,16.7,0.12,0.2,4.2,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02422,Oat biscuit,Breads & Bakery,50 g/ml,118.7,3.75,19.99,3.33,1.25,7,66.6,33.3,0.25,0.4,8.3,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02423,Oat biscuit,Breads & Bakery,100 g/ml,237.4,7.5,39.98,6.66,2.5,13.99,133.3,66.6,0.5,0.8,16.7,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02424,Oat biscuit,Breads & Bakery,150 g/ml,356.1,11.25,59.97,10,3.75,20.99,199.9,100,0.75,1.2,25,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02425,Oat biscuit,Breads & Bakery,200 g/ml,474.8,14.99,79.97,13.33,5,27.99,266.6,133.3,1,1.7,33.3,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02426,Ragi biscuit,Breads & Bakery,25 g/ml,69.2,2.18,11.65,1.94,0.73,4.08,38.8,19.4,0.15,0.2,4.9,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02427,Ragi biscuit,Breads & Bakery,50 g/ml,138.3,4.37,23.29,3.88,1.46,8.15,77.6,38.8,0.29,0.5,9.7,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02428,Ragi biscuit,Breads & Bakery,100 g/ml,276.6,8.74,46.59,7.76,2.91,16.31,155.3,77.6,0.58,1,19.4,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02429,Ragi biscuit,Breads & Bakery,150 g/ml,414.9,13.1,69.88,11.65,4.37,24.46,232.9,116.5,0.87,1.5,29.1,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02430,Ragi biscuit,Breads & Bakery,200 g/ml,553.3,17.47,93.18,15.53,5.82,32.61,310.6,155.3,1.16,1.9,38.8,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02431,Cookies,Breads & Bakery,25 g/ml,70.6,2.23,11.89,1.98,0.74,4.16,39.6,19.8,0.15,0.2,5,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02432,Cookies,Breads & Bakery,50 g/ml,141.2,4.46,23.78,3.96,1.49,8.32,79.3,39.6,0.3,0.5,9.9,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02433,Cookies,Breads & Bakery,100 g/ml,282.3,8.92,47.55,7.93,2.97,16.64,158.5,79.3,0.59,1,19.8,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02434,Cookies,Breads & Bakery,150 g/ml,423.5,13.37,71.33,11.89,4.46,24.97,237.8,118.9,0.89,1.5,29.7,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02435,Cookies,Breads & Bakery,200 g/ml,564.7,17.83,95.11,15.85,5.94,33.29,317,158.5,1.19,2,39.6,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02436,Chocolate chip cookie,Breads & Bakery,25 g/ml,64.2,2.03,10.81,1.8,0.68,3.79,36,18,0.14,0.2,4.5,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02437,Chocolate chip cookie,Breads & Bakery,50 g/ml,128.4,4.06,21.63,3.6,1.35,7.57,72.1,36,0.27,0.5,9,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02438,Chocolate chip cookie,Breads & Bakery,100 g/ml,256.8,8.11,43.26,7.21,2.7,15.14,144.2,72.1,0.54,0.9,18,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02439,Chocolate chip cookie,Breads & Bakery,150 g/ml,385.3,12.17,64.89,10.81,4.06,22.71,216.3,108.1,0.81,1.4,27,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02440,Chocolate chip cookie,Breads & Bakery,200 g/ml,513.7,16.22,86.52,14.42,5.41,30.28,288.4,144.2,1.08,1.8,36,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02441,Brownie,Breads & Bakery,25 g/ml,73.1,2.31,12.31,2.05,0.77,4.31,41,20.5,0.15,0.3,5.1,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02442,Brownie,Breads & Bakery,50 g/ml,146.2,4.62,24.63,4.1,1.54,8.62,82.1,41,0.31,0.5,10.3,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02443,Brownie,Breads & Bakery,100 g/ml,292.4,9.23,49.25,8.21,3.08,17.24,164.2,82.1,0.62,1,20.5,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02444,Brownie,Breads & Bakery,150 g/ml,438.7,13.85,73.88,12.31,4.62,25.86,246.3,123.1,0.92,1.5,30.8,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02445,Brownie,Breads & Bakery,200 g/ml,584.9,18.47,98.5,16.42,6.16,34.48,328.3,164.2,1.23,2.1,41,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02446,Cake,Breads & Bakery,25 g/ml,72.9,2.3,12.28,2.05,0.77,4.3,40.9,20.5,0.15,0.3,5.1,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02447,Cake,Breads & Bakery,50 g/ml,145.9,4.61,24.57,4.09,1.54,8.6,81.9,40.9,0.31,0.5,10.2,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02448,Cake,Breads & Bakery,100 g/ml,291.7,9.21,49.14,8.19,3.07,17.2,163.8,81.9,0.61,1,20.5,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02449,Cake,Breads & Bakery,150 g/ml,437.6,13.82,73.7,12.28,4.61,25.8,245.7,122.8,0.92,1.5,30.7,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02450,Cake,Breads & Bakery,200 g/ml,583.5,18.43,98.27,16.38,6.14,34.4,327.6,163.8,1.23,2,40.9,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02451,Sponge cake,Breads & Bakery,25 g/ml,76.4,2.41,12.87,2.15,0.8,4.51,42.9,21.5,0.16,0.3,5.4,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02452,Sponge cake,Breads & Bakery,50 g/ml,152.9,4.83,25.75,4.29,1.61,9.01,85.8,42.9,0.32,0.5,10.7,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02453,Sponge cake,Breads & Bakery,100 g/ml,305.7,9.65,51.49,8.58,3.22,18.02,171.6,85.8,0.64,1.1,21.5,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02454,Sponge cake,Breads & Bakery,150 g/ml,458.6,14.48,77.24,12.87,4.83,27.03,257.5,128.7,0.97,1.6,32.2,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02455,Sponge cake,Breads & Bakery,200 g/ml,611.5,19.31,102.98,17.16,6.44,36.04,343.3,171.6,1.29,2.1,42.9,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02456,Carrot cake,Breads & Bakery,25 g/ml,75,2.37,12.64,2.11,0.79,4.42,42.1,21.1,0.16,0.3,5.3,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02457,Carrot cake,Breads & Bakery,50 g/ml,150.1,4.74,25.28,4.21,1.58,8.85,84.3,42.1,0.32,0.5,10.5,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02458,Carrot cake,Breads & Bakery,100 g/ml,300.2,9.48,50.56,8.43,3.16,17.69,168.5,84.3,0.63,1.1,21.1,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02459,Carrot cake,Breads & Bakery,150 g/ml,450.3,14.22,75.83,12.64,4.74,26.54,252.8,126.4,0.95,1.6,31.6,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02460,Carrot cake,Breads & Bakery,200 g/ml,600.4,18.96,101.11,16.85,6.32,35.39,337,168.5,1.26,2.1,42.1,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02461,Fruit cake,Breads & Bakery,25 g/ml,75.2,2.37,12.66,2.11,0.79,4.43,42.2,21.1,0.16,0.3,5.3,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02462,Fruit cake,Breads & Bakery,50 g/ml,150.3,4.75,25.32,4.22,1.58,8.86,84.4,42.2,0.32,0.5,10.5,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02463,Fruit cake,Breads & Bakery,100 g/ml,300.6,9.49,50.63,8.44,3.16,17.72,168.8,84.4,0.63,1.1,21.1,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02464,Fruit cake,Breads & Bakery,150 g/ml,451,14.24,75.95,12.66,4.75,26.58,253.2,126.6,0.95,1.6,31.6,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02465,Fruit cake,Breads & Bakery,200 g/ml,601.3,18.99,101.27,16.88,6.33,35.44,337.6,168.8,1.27,2.1,42.2,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02466,Donut,Breads & Bakery,25 g/ml,66.5,2.1,11.21,1.87,0.7,3.92,37.4,18.7,0.14,0.2,4.7,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02467,Donut,Breads & Bakery,50 g/ml,133.1,4.2,22.41,3.74,1.4,7.84,74.7,37.4,0.28,0.5,9.3,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02468,Donut,Breads & Bakery,100 g/ml,266.1,8.4,44.82,7.47,2.8,15.69,149.4,74.7,0.56,0.9,18.7,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02469,Donut,Breads & Bakery,150 g/ml,399.2,12.61,67.24,11.21,4.2,23.53,224.1,112.1,0.84,1.4,28,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
